id,email_normalized,message_bounce,name,complete_name,lang,tz,comment,active,type,street,street2,city,country_id/id,partner_latitude,partner_longitude,email,phone,mobile,company_id/id,color,partner_share,commercial_company_name,company_name,contact_address_complete,signup_type,calendar_last_notif_ack,team_id/id,partner_gid,ocn_token,debit_limit,invoice_warn,supplier_rank,customer_rank,picking_warn,purchase_warn,sale_warn,followup_reminder_type,x_studio_vat_registration_status,x_studio_svat_registration_status,x_studio_bank_guarantee_amount,x_studio_payment_method
res_partner_test_1773829952327_leave_emp_leave_test_,test.1773829952327@test.example.com,0,[TEST-1773829952327]-LEAVE-EMP Leave Test Employee,[TEST-1773829952327]-LEAVE-EMP Leave Test Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773829952327@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-18 10:32:48,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773829993141_leave_emp_leave_test_,test.1773829993141@test.example.com,0,[TEST-1773829993141]-LEAVE-EMP Leave Test Employee,[TEST-1773829993141]-LEAVE-EMP Leave Test Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773829993141@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-18 10:33:30,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773830035340_leave_emp_leave_test_,test.1773830035340@test.example.com,0,[TEST-1773830035340]-LEAVE-EMP Leave Test Employee,[TEST-1773830035340]-LEAVE-EMP Leave Test Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773830035340@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-18 10:34:11,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773830079220_leave_emp_leave_test_,test.1773830079220@test.example.com,0,[TEST-1773830079220]-LEAVE-EMP Leave Test Employee,[TEST-1773830079220]-LEAVE-EMP Leave Test Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773830079220@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-18 10:34:55,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773830120856_leave_emp_leave_test_,test.1773830120856@test.example.com,0,[TEST-1773830120856]-LEAVE-EMP Leave Test Employee,[TEST-1773830120856]-LEAVE-EMP Leave Test Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773830120856@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-18 10:35:36,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773830137202_leave_emp_leave_test_,test.1773830137203@test.example.com,0,[TEST-1773830137202]-LEAVE-EMP Leave Test Employee,[TEST-1773830137202]-LEAVE-EMP Leave Test Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773830137203@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-18 10:35:53,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773830667905_pay_emp_payroll_test_,test.1773830667905@test.example.com,0,[TEST-1773830667905]-PAY-EMP Payroll Test Employee,[TEST-1773830667905]-PAY-EMP Payroll Test Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773830667905@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-18 10:44:43,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773830704447_pay_emp_payroll_test_,test.1773830704447@test.example.com,0,[TEST-1773830704447]-PAY-EMP Payroll Test Employee,[TEST-1773830704447]-PAY-EMP Payroll Test Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773830704447@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-18 10:45:20,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773830704447_pay_emp_payroll_test__7200,test.1773830704447@test.example.com,0,[TEST-1773830704447]-PAY-EMP Payroll Test Employee,[TEST-1773830704447]-PAY-EMP Payroll Test Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773830704447@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-18 10:45:20,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773830742259_no_contract_no_contra,test.1773830742259@test.example.com,0,[TEST-1773830742259]-NO-CONTRACT No Contract Employee,[TEST-1773830742259]-NO-CONTRACT No Contract Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773830742259@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-18 10:45:58,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773830742259_no_contract_no_contra_7202,test.1773830742259@test.example.com,0,[TEST-1773830742259]-NO-CONTRACT No Contract Employee,[TEST-1773830742259]-NO-CONTRACT No Contract Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773830742259@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-18 10:45:58,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773830778420_no_contract_no_contra,test.1773830778420@test.example.com,0,[TEST-1773830778420]-NO-CONTRACT No Contract Employee,[TEST-1773830778420]-NO-CONTRACT No Contract Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773830778420@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-18 10:46:34,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773830815173_archived_pay_archived,test.1773830815173@test.example.com,0,[TEST-1773830815173]-ARCHIVED-PAY Archived Payroll Emp,[TEST-1773830815173]-ARCHIVED-PAY Archived Payroll Emp,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773830815173@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-18 10:47:11,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773830853279_archived_pay_archived,test.1773830853279@test.example.com,0,[TEST-1773830853279]-ARCHIVED-PAY Archived Payroll Emp,[TEST-1773830853279]-ARCHIVED-PAY Archived Payroll Emp,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773830853279@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-18 10:47:49,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773830892682_confirm_pay_confirm_p,test.1773830892682@test.example.com,0,[TEST-1773830892682]-CONFIRM-PAY Confirm Payslip Emp,[TEST-1773830892682]-CONFIRM-PAY Confirm Payslip Emp,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773830892682@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-18 10:48:28,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773830892682_confirm_pay_confirm_p_7207,test.1773830892682@test.example.com,0,[TEST-1773830892682]-CONFIRM-PAY Confirm Payslip Emp,[TEST-1773830892682]-CONFIRM-PAY Confirm Payslip Emp,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773830892682@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-18 10:48:28,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773830929528_confirm_pay_confirm_p,test.1773830929528@test.example.com,0,[TEST-1773830929528]-CONFIRM-PAY Confirm Payslip Emp,[TEST-1773830929528]-CONFIRM-PAY Confirm Payslip Emp,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773830929528@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-18 10:49:05,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773830929528_confirm_pay_confirm_p_7209,test.1773830929528@test.example.com,0,[TEST-1773830929528]-CONFIRM-PAY Confirm Payslip Emp,[TEST-1773830929528]-CONFIRM-PAY Confirm Payslip Emp,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773830929528@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-18 10:49:05,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773831034441_dup_pay_duplicate_pay,test.1773831034441@test.example.com,0,[TEST-1773831034441]-DUP-PAY Duplicate Payslip Emp,[TEST-1773831034441]-DUP-PAY Duplicate Payslip Emp,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773831034441@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-18 10:50:50,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773831034441_dup_pay_duplicate_pay_7211,test.1773831034441@test.example.com,0,[TEST-1773831034441]-DUP-PAY Duplicate Payslip Emp,[TEST-1773831034441]-DUP-PAY Duplicate Payslip Emp,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773831034441@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-18 10:50:50,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773831071299_dup_pay_duplicate_pay,test.1773831071299@test.example.com,0,[TEST-1773831071299]-DUP-PAY Duplicate Payslip Emp,[TEST-1773831071299]-DUP-PAY Duplicate Payslip Emp,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773831071299@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-18 10:51:28,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773831071299_dup_pay_duplicate_pay_7213,test.1773831071299@test.example.com,0,[TEST-1773831071299]-DUP-PAY Duplicate Payslip Emp,[TEST-1773831071299]-DUP-PAY Duplicate Payslip Emp,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773831071299@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-18 10:51:27,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773890779160_emp_test_employee,test.1773890779160@test.example.com,0,[TEST-1773890779160]-EMP Test Employee,[TEST-1773890779160]-EMP Test Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773890779160@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-19 03:26:34,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773890782418_emp_test_employee,test.1773890782418@test.example.com,0,[TEST-1773890782418]-EMP Test Employee,[TEST-1773890782418]-EMP Test Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773890782418@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-19 03:26:38,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773890786582_emp_test_employee,test.1773890786582@test.example.com,0,[TEST-1773890786582]-EMP Test Employee,[TEST-1773890786582]-EMP Test Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773890786582@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-19 03:26:42,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773890793548_emp_test_employee,test.1773890793548@test.example.com,0,[TEST-1773890793548]-EMP Test Employee,[TEST-1773890793548]-EMP Test Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773890793548@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-19 03:26:49,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773890799354_emp_test_employee,test.1773890799354@test.example.com,0,[TEST-1773890799354]-EMP Test Employee,[TEST-1773890799354]-EMP Test Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773890799354@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-19 03:26:55,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773890806021_emp_test_employee,test.1773890806021@test.example.com,0,[TEST-1773890806021]-EMP Test Employee,[TEST-1773890806021]-EMP Test Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773890806021@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-19 03:27:02,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773890818234_emp_test_employee,test.1773890818234@test.example.com,0,[TEST-1773890818234]-EMP Test Employee,[TEST-1773890818234]-EMP Test Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773890818234@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-19 03:27:14,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773890818234_emp_test_employee_cop,,0,[TEST-1773890818234]-EMP Test Employee (copy),[TEST-1773890818234]-EMP Test Employee (copy),en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-19 03:27:15,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773890866553_dupname_duplicate_emp,test.1773890866553@test.example.com,0,[TEST-1773890866553]-DUPNAME Duplicate Employee,[TEST-1773890866553]-DUPNAME Duplicate Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773890866553@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-19 03:28:06,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773890866553_dupname_duplicate_emp_7225,test.1773890866553@test.example.com,0,[TEST-1773890866553]-DUPNAME Duplicate Employee,[TEST-1773890866553]-DUPNAME Duplicate Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773890866553@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-19 03:28:04,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773890866553_dupname_duplicate_emp_7224,test.1773890866553@test.example.com,0,[TEST-1773890866553]-DUPNAME Duplicate Employee,[TEST-1773890866553]-DUPNAME Duplicate Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773890866553@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-19 03:28:04,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773890882545_inv_email_test,,0,[TEST-1773890882545]-INV-EMAIL Test,[TEST-1773890882545]-INV-EMAIL Test,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,not-a-valid-email,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-19 03:28:16,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773890884834_emp_test_employee,test.1773890884834@test.example.com,0,[TEST-1773890884834]-EMP Test Employee,[TEST-1773890884834]-EMP Test Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773890884834@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-19 03:28:23,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773890892541_emp_test_employee,test.1773890892541@test.example.com,0,[TEST-1773890892541]-EMP Test Employee,[TEST-1773890892541]-EMP Test Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773890892541@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-19 03:28:30,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773890899028_emp_test_employee,test.1773890899028@test.example.com,0,[TEST-1773890899028]-EMP Test Employee,[TEST-1773890899028]-EMP Test Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773890899028@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-19 03:28:36,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773890903922_longname_aaaaaaaaaaaa,,0,[TEST-1773890903922]-LONGNAME-AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,[TEST-1773890903922]-LONGNAME-AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-19 03:28:40,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773890938122_special_o_brien,test.1773890938122@test.example.com,0,[TEST-1773890938122]-SPECIAL O'Brien,[TEST-1773890938122]-SPECIAL O'Brien,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773890938122@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-19 03:29:15,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773890943756_special_m_ller,test.1773890943756@test.example.com,0,[TEST-1773890943756]-SPECIAL Müller,[TEST-1773890943756]-SPECIAL Müller,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773890943756@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-19 03:29:20,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773890947844_special,test.1773890947844@test.example.com,0,[TEST-1773890947844]-SPECIAL 李明,[TEST-1773890947844]-SPECIAL 李明,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773890947844@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-19 03:29:25,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773890952830_xss_script_alert_1_sc,test.1773890952830@test.example.com,0,[TEST-1773890952830]-XSS <script>alert(1)</script>,[TEST-1773890952830]-XSS <script>alert(1)</script>,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773890952830@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-19 03:29:33,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773890952830_xss_script_alert_1_sc_7236,test.1773890952830@test.example.com,0,[TEST-1773890952830]-XSS <script>alert(1)</script>,[TEST-1773890952830]-XSS <script>alert(1)</script>,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773890952830@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-19 03:29:30,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773891452845_att_emp_attendance_em,test.1773891452845@test.example.com,0,[TEST-1773891452845]-ATT-EMP Attendance Employee,[TEST-1773891452845]-ATT-EMP Attendance Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773891452845@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-19 03:37:51,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773891475978_att_emp_attendance_em,test.1773891475978@test.example.com,0,[TEST-1773891475978]-ATT-EMP Attendance Employee,[TEST-1773891475978]-ATT-EMP Attendance Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773891475978@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-19 03:38:14,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773891515365_att_emp_attendance_em,test.1773891515365@test.example.com,0,[TEST-1773891515365]-ATT-EMP Attendance Employee,[TEST-1773891515365]-ATT-EMP Attendance Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773891515365@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-19 03:38:52,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773891537523_att_emp_attendance_em,test.1773891537523@test.example.com,0,[TEST-1773891537523]-ATT-EMP Attendance Employee,[TEST-1773891537523]-ATT-EMP Attendance Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773891537523@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-19 03:39:15,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773891577097_att_emp_attendance_em,test.1773891577097@test.example.com,0,[TEST-1773891577097]-ATT-EMP Attendance Employee,[TEST-1773891577097]-ATT-EMP Attendance Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773891577097@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-19 03:39:55,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773891604135_att_emp_attendance_em,test.1773891604135@test.example.com,0,[TEST-1773891604135]-ATT-EMP Attendance Employee,[TEST-1773891604135]-ATT-EMP Attendance Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773891604135@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-19 03:40:22,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773891643178_att_edge_attendance_e,test.1773891643178@test.example.com,0,[TEST-1773891643178]-ATT-EDGE Attendance Edge Employee,[TEST-1773891643178]-ATT-EDGE Attendance Edge Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773891643178@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-19 03:41:01,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773891667094_att_edge_attendance_e,test.1773891667094@test.example.com,0,[TEST-1773891667094]-ATT-EDGE Attendance Edge Employee,[TEST-1773891667094]-ATT-EDGE Attendance Edge Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773891667094@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-19 03:41:25,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773891691494_att_edge_attendance_e,test.1773891691494@test.example.com,0,[TEST-1773891691494]-ATT-EDGE Attendance Edge Employee,[TEST-1773891691494]-ATT-EDGE Attendance Edge Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773891691494@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-19 03:41:49,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773891714527_att_edge_attendance_e,test.1773891714527@test.example.com,0,[TEST-1773891714527]-ATT-EDGE Attendance Edge Employee,[TEST-1773891714527]-ATT-EDGE Attendance Edge Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773891714527@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-19 03:42:13,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773891755598_att_edge_attendance_e,test.1773891755598@test.example.com,0,[TEST-1773891755598]-ATT-EDGE Attendance Edge Employee,[TEST-1773891755598]-ATT-EDGE Attendance Edge Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773891755598@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-19 03:42:53,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
